,Gene_Name,Series1_NHBE_Mock_1,Series1_NHBE_Mock_2,Series1_NHBE_Mock_3,Series1_NHBE_SARS-CoV-2_1,Series1_NHBE_SARS-CoV-2_2,Series1_NHBE_SARS-CoV-2_3
117,UBE4B,1043,960,1512,798,872,2300
118,KIF1B,1414,1241,2051,1152,1249,3612
119,PGD,3237,2446,3899,2659,2946,8597
120,CORT,1,0,0,0,0,0
121,DFFA,939,711,1277,840,745,2146
122,PEX14,358,415,563,446,299,923
123,CASZ1,306,343,426,299,211,705
125,TARDBP,2368,1940,3578,1735,2070,5865
126,MASP2,1,0,1,0,0,3
127,SRM,336,318,458,394,325,1167
128,EXOSC10,1153,933,1506,920,993,2997
129,MTOR,1444,1243,1994,1318,1262,4177
130,UBIAD1,175,188,250,166,175,505
131,FBXO2,753,716,1150,938,581,1825
132,FBXO44,410,431,580,421,357,1052
133,FBXO6,114,80,142,108,84,313
134,MAD2L2,100,93,134,112,81,219
136,AGTRAP,600,715,907,689,460,1569
137,MTHFR,264,233,383,232,221,645
138,CLCN6,197,184,315,212,206,553
140,NPPA,0,1,0,0,0,6
141,KIAA2013,512,515,694,534,392,1210
142,PLOD1,2445,2258,3490,2614,2022,6241
143,MFN2,2974,2513,4102,2861,2477,7177
144,MIIP,117,131,156,120,110,323
145,TNFRSF1B,0,0,0,0,2,0
146,VPS13D,1828,1679,2676,1575,1595,4519
147,DHRS3,2125,2051,3004,1911,1797,4586
148,PDPN,1073,941,1617,1107,1163,3350
149,PRDM2,1020,926,1319,791,848,2549
150,KAZN,127,175,249,158,143,408
152,TMEM51,207,225,383,275,246,812
153,FHAD1,2,0,1,2,0,6
154,EFHD2,1058,1051,1496,1546,1021,3404
156,CASP9,111,86,123,85,73,244
157,DNAJC16,430,490,901,387,396,1205
158,AGMAT,25,12,25,9,6,46
159,DDI2,92,71,140,75,57,274
160,RSC1A1,95,78,174,85,86,262
161,PLEKHM2,1003,993,1340,1068,797,2434
163,FBLIM1,2738,2359,3579,2589,2431,7088
164,UQCRHL,77,64,127,81,66,200
166,SPEN,2419,2036,3321,2197,2038,6206
167,ZBTB17,189,230,320,324,179,648
168,HSPB7,1,4,3,1,1,6
169,CLCNKA,0,0,0,0,0,3
171,FAM131C,15,28,33,18,12,55
172,EPHA2,1887,1841,2616,2745,1948,6368
173,ARHGEF19,75,90,99,89,36,173
174,FBXO42,262,197,344,189,223,605
175,SZRD1,1803,1680,2782,1937,1552,4873
176,NECAP2,875,726,1159,933,865,2470
178,NBPF1,313,332,526,273,318,840
183,CROCC,69,83,130,86,74,186
184,MFAP2,879,872,1102,907,794,2352
185,ATP13A2,737,745,992,973,644,2175
186,SDHB,955,828,1343,950,879,2853
187,PADI2,38,37,67,55,46,143
188,PADI1,297,334,455,305,318,1045
189,PADI3,453,459,604,242,217,836
190,PADI4,1,0,1,1,0,3
192,RCC2,3162,2702,4028,2585,2614,8035
193,ARHGEF10L,166,189,236,188,121,458
196,ALDH4A1,561,528,768,581,371,1260
197,IFFO2,852,737,1160,669,636,1772
198,UBR4,3451,3070,5064,3276,3209,9579
199,EMC1,1101,955,1601,1005,965,3020
200,MRTO4,678,456,845,530,560,1714
204,AKR7A2,425,397,583,307,312,976
205,PQLC2,125,131,187,147,106,334
206,CAPZB,3202,2750,4056,2668,2805,8494
207,MINOS1,268,274,439,257,261,708
209,TMCO4,128,117,173,100,111,350
210,OTUD3,107,120,234,119,134,408
211,PLA2G2F,0,0,0,0,0,3
212,UBXN10,8,3,5,1,4,20
213,CAMK2N1,1973,1866,2589,1321,1368,4210
214,MUL1,688,566,887,563,584,1628
215,CDA,671,668,905,737,747,2752
216,PINK1,1390,1342,2026,1370,1198,3572
217,DDOST,3758,3581,4969,3395,3220,8910
219,SH2D5,138,128,281,152,106,433
220,HP1BP3,2149,1882,2787,1505,1772,5310
221,EIF4G3,2835,2424,4001,2448,2677,7936
222,ECE1,2628,2387,3387,2669,2281,6759
224,NBPF3,172,134,228,165,128,474
225,ALPL,0,3,6,5,3,8
226,RAP1GAP,35,41,43,33,21,123
227,USP48,1337,1288,2272,1040,1196,3233
229,HSPG2,3842,4335,5655,5372,2937,9604
230,CELA3B,0,0,2,0,0,0
232,CDC42,4261,4097,7429,3299,3785,10877
233,WNT4,70,94,100,182,126,232
234,ZBTB40,645,624,954,572,573,1683
236,EPHB2,1331,1266,1692,1232,1074,3150
239,KDM1A,1302,1122,2066,1095,1207,3565
240,LUZP1,2922,2449,4295,2664,2723,7922
241,HTR1D,1,4,0,1,0,7
242,HNRNPR,4167,4042,7375,3456,3725,10005
243,ZNF436,590,515,892,394,454,1254
244,TCEA3,43,41,31,25,24,73
245,ASAP3,110,137,188,112,93,250
246,E2F2,7,4,9,2,6,13
247,ID3,683,735,1228,686,514,1588
248,RPL11,20603,16960,28510,16694,17730,54125
249,PITHD1,369,277,501,295,291,802
250,LYPLA2,963,972,1463,1129,781,2569
251,GALE,478,497,670,567,485,1440
252,HMGCL,608,450,649,415,444,1216
253,FUCA1,431,396,557,325,360,878
254,PNRC2,168,117,166,134,142,448
255,SRSF10,759,649,1220,634,722,2007
256,MYOM3,27,22,38,26,16,96
257,IL22RA1,38,49,79,44,54,106
258,IFNLR1,198,152,211,137,141,450
260,GRHL3,788,863,1076,681,637,1935
262,NIPAL3,1878,1645,2783,1661,1761,4790
264,RCAN3,228,174,336,174,155,498
266,SRRM1,2470,2157,3393,2159,2259,6635
267,CLIC4,1154,1101,2554,1091,1222,3392
268,RUNX3,40,33,34,42,33,100
269,SYF2,1330,1209,2008,1037,1127,3000
270,RHD,2,1,0,0,0,0
271,TMEM50A,1098,1695,1911,1643,1011,2711
272,RHCE,1,3,0,1,2,7
273,LDLRAP1,646,569,881,595,440,1397
274,MAN1C1,24,24,31,7,13,30
278,PAQR7,2205,2284,3071,2165,1908,5417
279,STMN1,825,665,1159,626,738,2255
280,PAFAH2,655,573,929,537,542,1700
281,EXTL1,0,2,1,0,0,3
282,SLC30A2,1,3,3,1,0,4
283,PDIK1L,24,19,57,16,12,48
284,ZNF593,94,92,147,103,82,233
285,CNKSR1,334,360,495,419,284,874
286,CATSPER4,1,3,0,0,0,0
287,CEP85,246,222,318,200,221,587
288,SH3BGRL3,10137,9136,13589,9981,9049,30442
289,UBXN11,44,50,53,49,31,114
290,CD52,0,1,0,0,0,0
291,DHDDS,576,568,900,587,601,1814
292,HMGN2,334,244,448,317,277,829
293,RPS6KA1,1100,894,1374,1100,1001,2793
294,ARID1A,2240,2015,3142,2042,1915,5657
295,PIGV,130,128,173,113,139,304
296,ZDHHC18,275,288,351,262,250,778
297,SFN,12382,12281,17852,15011,10503,34044
298,GPN2,168,157,243,187,144,580
299,GPATCH3,160,151,253,161,136,394
300,NUDC,1633,1368,2238,1671,1496,4614
301,TRNP1,810,739,1280,589,635,2187
302,SLC9A1,1220,1161,1660,1269,1055,3267
303,WDTC1,693,675,1036,715,605,1671
304,TMEM222,204,236,307,206,164,535
305,SYTL1,247,390,443,298,186,502
306,MAP3K6,396,367,483,468,313,1051
308,CD164L2,31,42,30,27,18,61
309,GPR3,7,5,18,10,12,44
310,WASF2,4492,4137,6121,3582,3700,10142
311,AHDC1,606,663,945,622,459,1389
312,FGR,4,1,1,2,1,6
313,IFI6,49,91,37,207,233,912
315,STX12,438,382,758,371,379,1223
316,PPP1R8,514,423,790,415,382,1323
317,THEMIS2,92,92,141,94,84,242
318,RPA2,401,374,757,355,336,978
319,SMPDL3B,29,36,53,39,31,123
320,XKR8,95,87,132,100,68,261
321,EYA3,524,429,784,436,469,1317
322,PTAFR,1436,1220,1920,1582,1506,4535
323,DNAJC8,2017,1552,2846,1539,1692,4931
324,SESN2,368,324,502,380,258,962
325,MED18,543,556,684,438,497,1398
326,PHACTR4,1119,957,1642,935,957,2810
328,RCC1,951,802,1337,804,830,2247
329,TRNAU1AP,202,179,292,169,172,553
335,RAB42,0,1,4,1,3,5
336,TAF12,606,468,840,459,492,1406
338,GMEB1,173,202,337,158,135,651
339,YTHDF2,1097,936,1467,851,1039,2880
340,EPB41,904,800,1502,834,812,2337
342,SRSF4,2068,1857,2961,1780,1871,5258
343,MECR,201,183,213,134,164,455
344,PTPRU,901,977,1193,1053,792,2263
345,MATN1,0,0,1,1,0,0
347,LAPTM5,10,6,8,5,7,12
348,SDC3,1068,920,1260,861,821,2394
349,PUM1,1855,1683,2946,1652,1738,5064
350,NKAIN1,4,4,2,2,1,9
351,SNRNP40,318,269,408,255,285,823
352,ZCCHC17,1204,927,1492,826,933,3092
353,FABP3,2,1,3,1,1,12
354,SERINC2,4751,5278,6741,6632,3939,12456
355,TINAGL1,8245,9228,12151,8925,7327,20970
356,PEF1,663,569,976,596,567,1921
357,COL16A1,1252,1447,1942,1647,1132,3187
358,SPOCD1,52,68,65,56,31,113
359,PTP4A2,1405,1251,2381,1135,1491,4151
360,KHDRBS1,1938,1754,2911,1695,1711,5057
361,TMEM39B,76,77,92,107,68,225
362,KPNA6,1868,1697,2962,1588,1659,4924
363,TXLNA,1125,1109,1503,1000,925,3072
364,CCDC28B,23,29,30,29,22,79
367,TMEM234,84,79,131,81,81,281
368,EIF3I,2979,2362,3986,2755,2626,8608
371,LCK,4,3,4,0,2,8
372,HDAC1,2041,1805,2958,1754,1744,5334
373,MARCKSL1,949,850,1282,1016,904,2898
378,ZBTB8A,62,91,106,56,61,154
379,ZBTB8OS,571,405,742,376,493,1173
380,RBBP4,933,845,1614,766,790,2287
381,SYNC,367,293,585,297,289,818
382,KIAA1522,3930,3730,5621,3613,3087,9280
383,YARS,2112,1673,2593,1627,1740,4969
384,S100PBP,288,247,425,203,229,599
385,FNDC5,0,0,1,0,0,0
386,HPCA,1,6,0,2,1,5
388,RNF19B,406,296,579,380,361,1054
389,AK2,2918,2175,3270,2296,2433,6839
390,TRIM62,115,133,184,157,101,329
391,ZNF362,145,146,198,129,87,266
392,PHC2,769,701,1054,744,678,2143
394,ZSCAN20,111,116,208,103,94,338
396,GJB5,691,668,997,626,618,1982
397,GJB4,251,221,361,305,259,798
398,GJB3,1078,964,1560,1262,1046,3643
400,SMIM12,609,520,903,579,641,1796
403,ZMYM6,455,504,873,393,382,1060
405,SFPQ,4192,3502,5775,3012,3518,9571
406,ZMYM4,1201,1076,1854,888,1078,2852
407,KIAA0319L,888,797,1170,672,699,2155
408,NCDN,329,339,510,389,263,905
409,TFAP2E,1,2,9,6,7,9
410,PSMB2,2672,2149,3154,2144,2108,6735
412,CLSPN,207,176,292,160,177,582
413,AGO4,401,325,570,274,304,893
414,AGO1,338,323,490,296,267,893
415,AGO3,138,143,250,115,147,394
417,ADPRHL2,641,615,762,660,586,1652
418,COL8A2,9,11,15,13,8,27
419,TRAPPC3,898,855,1325,727,740,2489
420,MAP7D1,1951,1979,3033,2525,1793,5999
421,THRAP3,4587,3771,6348,3732,3958,11650
422,SH3D21,313,373,505,360,345,1100
424,STK40,178,199,278,225,196,588
425,LSM10,168,183,221,151,98,401
426,OSCP1,67,74,104,76,73,206
427,MRPS15,1432,1208,2029,1092,1190,3797
429,ZC3H12A,337,371,482,1175,867,2618
430,MEAF6,416,439,715,348,350,974
432,SNIP1,331,304,509,255,269,832
433,DNALI1,46,40,55,40,37,110
434,GNL2,1256,968,1482,1040,1202,3078
435,RSPO1,0,0,0,1,0,0
436,C1orf109,246,205,338,172,177,613
437,CDCA8,138,156,215,131,103,350
439,MANEAL,12,14,23,12,11,26
440,YRDC,191,110,230,166,157,507
441,C1orf122,199,173,228,159,134,467
442,MTF1,581,516,896,507,509,1560
443,INPP5B,99,80,133,87,60,204
444,SF3A3,1321,1020,1719,896,1038,3241
445,FHL3,149,126,227,147,146,464
446,POU3F1,6,5,9,3,0,5
447,RRAGC,438,519,955,387,429,1103
450,RHBDL2,430,466,815,526,522,1527
451,AKIRIN1,1122,1065,1865,1030,1102,3136
452,NDUFS5,3102,2272,3483,2143,2587,7750
453,MACF1,6821,5681,9199,5638,6286,18324
457,PABPC4,3347,2879,4759,2723,2843,8193
459,HEYL,0,0,0,0,0,2
461,PPIE,371,364,517,276,321,1077
463,OXCT2,0,5,15,7,4,17
464,TRIT1,335,330,462,245,280,786
465,MFSD2A,322,342,516,495,391,1121
466,CAP1,14755,12205,20107,11349,12948,40741
467,PPT1,897,775,1294,622,715,1854
468,RLF,356,496,881,339,372,957
470,ZMPSTE24,628,565,1365,485,534,1591
471,COL9A2,10,18,18,19,16,66
472,SMAP2,384,333,495,310,296,1108
473,ZFP69B,27,39,73,33,38,91
474,ZFP69,96,61,103,53,52,133
475,EXO5,54,45,64,57,41,113
476,ZNF684,25,28,42,8,15,60
477,RIMS3,43,34,63,29,27,90
478,NFYC,321,250,345,278,265,859
482,CITED4,344,308,524,331,262,1067
483,CTPS1,1000,832,1493,1037,1089,3111
486,SCMH1,372,293,474,287,283,808
487,EDN2,2,2,1,0,1,6
488,HIVEP3,36,50,49,29,34,92
489,FOXJ3,1294,1226,1883,1116,1177,3109
492,PPCS,295,426,854,307,295,785
493,CCDC30,6,4,13,7,1,22
494,PPIH,777,601,951,547,623,1510
495,YBX1,20257,16743,25594,19417,17978,56479
496,CLDN19,1,1,2,0,0,0
497,C1orf50,82,60,109,63,72,232
498,ERMAP,186,175,213,136,137,383
499,ZNF691,97,77,154,87,77,228
500,SLC2A1,7681,7767,11053,6655,5885,16607
502,FAM183A,6,8,9,7,9,22
503,EBNA1BP2,1267,1039,1637,1118,1155,3616
504,TMEM125,76,74,70,53,50,179
506,MPL,1,6,0,3,3,1
507,CDC20,280,198,380,208,220,589
508,ELOVL1,1364,1132,1780,1360,1354,4077
509,MED8,330,211,368,246,239,801
510,SZT2,561,551,780,543,490,1530
511,HYI,279,228,385,353,301,934
512,PTPRF,6736,6712,9712,7615,5740,18112
513,KDM4A,1251,1099,1480,938,1090,2968
515,ST3GAL3,60,68,109,86,57,203
516,ARTN,206,214,235,232,195,518
517,IPO13,717,756,991,738,591,1975
518,DPH2,262,198,327,222,177,689
519,ATP6V0B,456,482,667,500,431,1361
520,B4GALT2,694,617,1010,883,699,2128
521,CCDC24,117,122,185,200,133,467
522,SLC6A9,89,116,156,146,98,322
524,DMAP1,212,187,310,196,180,508
525,ERI3,288,236,424,312,244,760
526,RNF220,543,444,744,471,439,1315
527,TMEM53,86,78,79,70,58,140
528,KIF2C,118,108,198,77,95,321
529,RPS8,8124,6631,11516,6281,6361,19630
534,BEST4,0,0,7,3,1,10
535,PLK3,323,312,408,400,344,980
539,EIF2B3,201,140,306,189,190,545
540,HECTD3,880,801,1235,884,842,2451
541,UROD,895,716,1179,741,727,2049
544,MUTYH,74,76,83,71,37,167
545,TOE1,93,70,122,68,75,232
546,TESK2,63,49,64,37,31,106
547,MMACHC,134,86,149,102,88,263
548,PRDX1,5809,4864,8378,4728,5195,15681
549,AKR1A1,420,398,646,500,419,1156
550,NASP,945,757,1318,637,813,2139
551,CCDC17,8,7,16,7,10,17
552,GPBP1L1,965,812,1324,815,862,2441
554,TMEM69,432,442,714,434,398,1144
555,IPP,169,159,316,102,126,376
556,MAST2,467,489,743,542,452,1433
557,PIK3R3,502,457,909,354,386,956
558,TSPAN1,5312,4454,6118,3805,4036,11742
559,POMGNT1,617,559,818,631,598,1582
560,LURAP1,25,31,36,21,25,70
561,RAD54L,45,34,60,33,34,79
562,LRRC41,1105,974,1515,1092,979,2722
563,UQCRH,2646,2056,3650,1923,2124,6868
564,NSUN4,377,327,529,292,322,994
565,FAAH,51,48,104,41,31,101
567,MKNK1,364,345,625,365,370,1212
568,MOB3C,300,261,369,258,277,790
569,ATPAF1,441,368,642,284,301,1012
574,CYP4X1,38,32,40,27,30,81
577,PDZK1IP1,43,38,36,192,146,460
578,STIL,103,84,157,91,105,299
579,CMPK1,1504,1192,2430,1441,1507,4556
582,FOXD2,5,3,8,4,2,8
583,TRABD2B,31,33,30,29,17,77
587,DMRTA2,43,68,69,61,40,101
588,FAF1,465,425,757,404,410,1121
589,CDKN2C,96,62,108,24,57,135
590,RNF11,886,983,1518,665,763,2097
592,EPS15,614,521,969,479,494,1675
593,OSBPL9,1675,1596,3055,1359,1560,4035
594,RAB3B,250,177,431,204,205,605
595,TXNDC12,654,566,948,441,577,1730
596,BTF3L4,210,188,465,174,176,581
597,ZFYVE9,542,517,847,443,471,1499
598,CC2D1B,678,625,916,616,577,1746
599,ORC1,48,42,43,25,28,103
600,PRPF38A,343,326,600,266,301,913
601,GPX7,10,6,13,12,12,21
602,ZYG11B,339,271,557,280,251,769
603,ZYG11A,2,3,3,3,2,5
604,ECHDC2,180,230,338,231,165,512
605,SCP2,2013,1790,2928,1117,1408,4128
606,CPT2,565,482,687,374,384,1157
607,C1orf123,253,205,337,209,193,663
608,MAGOH,724,530,851,501,544,1726
610,LRP8,265,252,480,274,316,834
612,YIPF1,569,487,699,439,521,1252
614,HSPB11,243,266,504,197,232,531
615,LRRC42,239,256,501,211,220,743
617,TMEM59,1511,1571,2835,1432,1300,3270
618,TCEANC2,305,263,448,180,259,698
619,CYB5RL,13,6,20,13,7,33
620,MRPL37,1236,997,1421,1073,1032,3046
621,SSBP3,303,334,407,275,263,684
622,ACOT11,74,61,145,82,67,204
623,FAM151A,4,1,6,2,0,8
624,TTC4,15,16,31,15,10,28
625,PARS2,67,43,101,63,72,168
627,DHCR24,9159,8271,12536,7650,7017,22323
628,TMEM61,10,10,16,15,7,29
629,PCSK9,330,299,479,418,336,1001
630,USP24,936,756,1481,737,816,2256
632,PRKAA2,101,105,199,90,84,187
633,C8B,8,6,9,5,4,3
635,OMA1,201,233,648,211,221,541
636,TACSTD2,17848,19501,24884,18592,15773,39249
637,MYSM1,384,363,809,323,281,807
638,JUN,2380,2182,3268,2184,2176,6064
639,FGGY,172,141,258,123,166,311
640,HOOK1,182,228,530,152,151,443
641,CYP2J2,59,51,98,54,55,172
642,NFIA,435,459,789,375,346,1036
643,TM2D1,536,552,712,617,389,1094
644,L1TD1,37,25,89,38,48,142
645,KANK4,334,293,492,241,300,691
646,USP1,122,163,390,123,96,315
647,DOCK7,840,828,1452,745,833,2412
648,ATG4C,63,66,174,66,71,204
649,ALG6,21,42,91,31,32,62
650,ITGB3BP,22,49,168,39,41,115
651,EFCAB7,149,175,263,84,102,243
653,PGM1,1187,1053,1785,953,965,2943
655,CACHD1,148,120,179,123,116,375
656,RAVER2,214,182,357,147,181,532
657,JAK1,1763,1592,2617,1556,1829,4806
658,AK4,1108,880,1487,819,899,2705
659,DNAJC6,86,58,150,78,60,208
660,LEPROT,875,879,2003,744,730,2296
661,LEPR,150,142,305,156,149,328
662,PDE4B,3,1,3,4,10,13
663,SGIP1,0,3,0,2,2,9
664,WDR78,47,64,135,54,50,121
665,MIER1,415,347,799,266,331,897
666,SLC35D1,414,476,829,344,326,902
667,IL12RB2,16,12,11,17,8,23
668,SERBP1,5612,4555,7333,5038,4723,13535
669,GADD45A,5779,5446,8129,4780,5905,14920
670,GNG12,1400,1370,3145,1543,1226,4347
673,WLS,931,864,1307,604,671,1845
674,DEPDC1,63,66,150,55,52,125
675,LRRC7,0,3,1,0,0,0
676,LRRC40,133,168,463,138,141,423
677,SRSF11,4155,3573,4971,2677,3437,8938
680,CTH,48,47,74,37,36,129
681,PTGER3,0,0,0,0,1,3
683,ZRANB2,1010,907,1967,778,797,2277
685,NEGR1,4,5,8,5,6,14
687,FPGT,80,79,164,36,53,176
688,CRYZ,623,456,901,410,440,1356
689,TYW3,414,406,839,383,408,1210
690,LHX8,0,0,1,0,0,0
692,ACADM,458,438,846,420,383,1100
693,RABGGTB,1552,1337,2480,1137,1493,3748
697,MSH4,0,2,7,0,3,4
698,ASB17,0,1,0,0,0,0
700,ST6GALNAC5,47,30,61,28,35,70
701,PIGK,279,275,455,231,236,668
703,ZZZ3,557,472,871,391,474,1297
704,USP33,287,360,674,263,315,780
705,NEXN,345,364,571,243,318,825
706,FUBP1,3424,2867,4609,2405,2936,8203
707,DNAJB4,244,301,656,174,221,568
709,PTGFR,1,3,0,1,0,0
710,IFI44L,23,70,29,128,163,586
711,IFI44,169,156,249,248,278,816
712,TTLL7,100,78,144,81,91,234
713,PRKACB,140,138,260,93,85,250
716,RPF1,365,362,733,397,390,1103
717,GNG5,412,488,970,431,383,1283
718,CTBS,54,100,158,80,58,171
719,SSX2IP,135,175,343,94,135,326
720,LPAR3,209,206,429,162,165,581
721,MCOLN2,30,24,44,21,21,47
722,MCOLN3,198,216,325,110,141,357
723,WDR63,98,100,171,55,66,219
725,SYDE2,48,50,66,28,29,70
726,C1orf52,186,126,268,150,152,405
727,BCL10,264,261,445,200,271,674
729,DDAH1,97,67,137,78,75,252
730,CYR61,1835,1720,2940,1791,2010,6098
731,ZNHIT6,642,579,976,534,585,1747
732,COL24A1,2,2,1,4,2,12
733,ODF2L,338,351,782,327,383,946
734,CLCA2,3889,3675,6184,2336,2531,6683
735,CLCA1,0,1,0,0,0,1
736,CLCA4,255,201,327,152,163,458
738,SH3GLB1,1732,1590,2874,1435,1596,4366
739,HS2ST1,174,201,363,141,150,425
740,LMO4,244,227,386,186,176,414
741,PKN2,674,711,1332,529,598,1839
742,GTF2B,508,431,691,389,454,1151
743,RBMXL1,265,221,366,164,216,594
744,GBP3,980,872,1442,838,960,2570
745,GBP1,209,255,350,267,287,724
746,GBP2,54,59,79,60,47,96
748,GBP4,14,20,44,10,15,36
749,GBP5,9,18,7,39,27,94
750,GBP6,1656,1544,2460,998,1117,3526
752,LRRC8B,48,62,101,55,70,178
753,LRRC8C,253,210,457,231,230,714
754,LRRC8D,401,378,693,373,361,1135
756,ZNF326,858,745,1101,593,696,1845
757,ZNF644,451,434,999,380,385,1071
759,CDC7,96,81,186,65,72,239
760,TGFBR3,29,34,33,20,20,64
761,EPHX4,10,11,32,10,12,28
762,BTBD8,11,5,17,13,7,17
763,KIAA1107,70,78,163,68,58,184
764,GLMN,23,23,79,21,28,73
765,RPAP2,121,147,301,123,146,315
766,GFI1,5,1,0,2,0,21
767,EVI5,403,344,716,338,318,1022
768,RPL5,11383,9399,16683,8775,9154,28935
772,MTF2,210,189,393,188,198,535
773,TMED5,547,644,1062,455,454,1485
774,CCDC18,59,45,133,46,43,154
775,DR1,591,545,1055,463,479,1356
776,FNBP1L,1328,1227,2525,1060,1148,3231
777,BCAR3,965,851,1362,970,881,2845
779,DNTTIP2,900,865,1722,853,929,2628
780,GCLM,545,504,761,436,461,1265
781,ABCA4,3,11,15,7,7,26
782,ARHGAP29,504,543,1171,365,383,1301
783,ABCD3,358,407,882,370,310,877
784,F3,9600,8527,13395,10120,11091,31900
786,CNN3,2177,1822,2740,1478,1763,4972
788,ALG14,70,75,122,74,78,194
791,RWDD3,12,19,59,26,20,70
792,PTBP2,95,154,270,86,89,264
793,DPYD,56,31,76,43,43,90
796,SNX7,438,455,848,351,395,1048
797,PALMD,285,258,435,141,197,527
799,FRRS1,103,138,206,84,91,181
800,AGL,444,460,802,357,354,1058
801,SLC35A3,189,266,631,195,195,629
802,SASS6,62,83,179,55,56,147
803,TRMT13,184,174,270,120,139,466
805,DBT,465,453,876,390,400,1083
806,RTCA,791,772,1573,918,797,2140
808,CDC14A,17,23,58,16,19,44
809,EXTL2,73,82,150,48,44,126
810,SLC30A7,243,227,482,227,192,602
811,DPH5,395,350,628,302,372,1026
812,S1PR1,29,26,37,18,15,62
813,COL11A1,0,2,1,1,1,8
814,RNPC3,194,259,433,160,160,427
815,AMY2B,44,53,67,38,45,110
817,AMY2A,0,0,1,0,0,1
818,PRMT6,116,93,196,111,77,249
819,NTNG1,46,25,36,30,26,110
820,VAV3,378,394,713,220,255,698
821,SLC25A24,832,722,1535,682,645,1956
823,FAM102B,54,55,90,24,42,131
824,HENMT1,12,22,21,11,13,47
825,PRPF38B,2389,2142,2811,1577,2070,5775
827,STXBP3,424,394,744,295,388,984
829,GPSM2,407,318,711,242,272,712
830,CLCC1,477,454,684,383,419,1184
831,WDR47,570,549,986,506,557,1671
832,TAF13,617,508,1019,434,513,1624
833,TMEM167B,292,288,475,251,249,777
835,KIAA1324,15,14,18,6,13,22
836,SARS,3459,2856,4593,3237,3144,9278
837,CELSR2,1258,1469,1887,1231,915,2946
838,PSRC1,133,123,193,71,84,293
839,MYBPHL,15,6,28,16,12,44
840,SORT1,1031,990,1415,746,739,2242
841,PSMA5,974,779,1272,811,918,2797
843,ATXN7L2,34,24,31,36,32,74
844,CYB561D1,284,298,386,200,191,585
845,AMIGO1,6,8,13,3,4,18
846,GNAI3,979,890,1764,845,918,2733
848,GNAT2,0,1,1,0,0,2
849,AMPD2,346,278,481,367,291,824
850,GSTM4,42,50,51,33,46,108
851,GSTM2,20,34,23,12,15,36
852,GSTM1,44,39,71,40,31,89
853,GSTM3,133,107,170,99,108,358
854,EPS8L3,1,0,0,1,0,3
855,CSF1,169,192,210,230,204,526
856,AHCYL1,2090,1868,3313,1634,1826,5293
857,STRIP1,395,395,604,360,388,1107
860,KCNC4,77,67,73,82,51,200
861,RBM15,149,144,264,149,136,380
862,SLC16A4,318,336,598,244,256,845
863,LAMTOR5,553,434,907,416,487,1385
865,KCNA10,0,0,0,0,0,1
866,KCNA2,0,0,0,1,0,0
867,LRIF1,163,217,364,160,164,409
868,DRAM2,590,592,1066,475,573,1300
869,CEPT1,675,584,1154,555,540,1338
870,DENND2D,298,254,394,242,253,727
871,CHI3L2,3,0,3,0,5,24
872,PIFO,9,15,10,6,4,17
873,OVGP1,37,41,91,33,44,174
874,WDR77,774,646,1184,615,645,2088
875,C1orf162,7,7,15,3,5,24
876,RAP1A,620,509,784,394,454,1312
877,DDX20,239,222,406,227,264,691
879,CTTNBP2NL,1160,993,1672,999,1021,2994
881,WNT2B,5,6,14,9,7,13
883,CAPZA1,1979,1986,3638,1539,1784,5044
884,MOV10,827,850,1102,817,712,1995
885,RHOC,4242,3841,6336,4774,4012,12683
886,PPM1J,66,60,81,71,61,178
888,SLC16A1,2584,2471,4230,2369,2619,6471
890,LRIG2,107,69,166,89,94,261
891,MAGI3,191,176,255,157,136,446
892,PHTF1,199,169,266,132,169,489
893,RSBN1,136,149,277,154,113,306
894,PTPN22,2,2,7,2,7,8
897,AP4B1,146,121,154,111,130,381
898,DCLRE1B,159,117,242,130,136,405
899,HIPK1,666,536,861,514,521,1627
900,OLFML3,7,7,11,13,10,35
901,TRIM33,736,794,1382,748,674,2087
902,BCAS2,355,362,766,308,307,805
903,DENND2C,191,175,306,181,168,489
905,NRAS,502,517,1121,449,434,1375
906,CSDE1,9757,8369,14749,7846,8400,24691
907,SIKE1,237,227,481,200,204,627
909,NGF,0,6,4,1,4,6
910,VANGL1,882,930,1472,769,729,2286
911,CASQ2,1,3,4,4,1,9
912,NHLH2,40,37,56,27,17,40
913,SLC22A15,311,303,511,262,299,678
914,MAB21L3,36,31,56,17,17,73
915,ATP1A1,9460,8744,13150,7238,7765,21809
916,CD58,72,127,290,101,100,235
917,IGSF3,2359,2207,3774,2294,2098,6178
918,PTGFRN,6859,6258,10083,6135,6085,17183
919,CD101,24,31,66,25,41,95
920,TTF2,250,242,410,249,304,747
922,TRIM45,43,54,62,42,32,120
923,VTCN1,249,166,296,98,92,212
924,MAN1A2,865,884,1428,589,696,1969
925,GDAP2,189,223,347,194,200,575
926,WDR3,805,612,1169,635,712,2139
927,SPAG17,11,23,42,21,11,44
928,WARS2,55,53,108,50,65,174
931,ZNF697,161,159,338,166,185,419
932,PHGDH,117,90,139,79,43,183
933,REG4,0,0,0,0,1,5
934,NOTCH2,2806,2698,4074,2410,2429,7119
943,PDE4DIP,783,755,1083,555,640,1675
944,SEC22B,989,808,1378,853,848,2506
946,TXNIP,5338,4806,8409,4354,4480,12964
947,POLR3GL,423,363,530,318,406,991
949,LIX1L,50,32,82,50,43,184
